clave_entidad,entidad_federativa,clave_municipio,municipio,poblacion,pobreza,pobreza_pob,pobreza_e,pobreza_e_pob,pobreza_m,pobreza_m_pob,vul_car,vul_car_pob,vul_ing,vul_ing_pob,npnv,npnv_pob,ic_rezedu,ic_rezedu_pob,ic_asalud,ic_asalud_pob,ic_segsoc,ic_segsoc_pob,ic_cv,ic_cv_pob,ic_sbv,ic_sbv_pob,ic_ali,ic_ali_pob,carencias,carencias_pob,carencias3,carencias3_pob,plb,plb_pob,plbm,plbm_pob
12,Guerrero,12056,Tecoanapa,"51,707",84.3,"43,590",42.2,"21,845",42.1,"21,745",13.6,"7,056",0.8,395,1.3,666,24.8,"12,837",13.5,"6,968",91.7,"47,405",47,"24,283",81.4,"42,089",48.9,"25,282",97.9,"50,646",67.9,"35,130",85.1,"43,985",55.6,"28,759"
12,Guerrero,12057,Técpan de Galeana,"64,513",65.3,"42,110",23.8,"15,340",41.5,"26,770",28.9,"18,633",1.1,720,4.7,"3,049",31.2,"20,154",38.2,"24,614",84.8,"54,693",52.6,"33,915",43.9,"28,343",36.4,"23,514",94.2,"60,744",61.4,"39,604",66.4,"42,831",29.2,"18,813"
12,Guerrero,12058,Teloloapan,"45,712",74.1,"33,876",38.9,"17,797",35.2,"16,080",20,"9,135",1.1,511,4.8,"2,190",28.2,"12,878",60,"27,445",82.9,"37,914",30.4,"13,904",65.4,"29,892",39.7,"18,159",94.1,"43,011",67.8,"31,000",75.2,"34,387",48.8,"22,315"
12,Guerrero,12059,Tepecoacuilco de Trujano,"31,191",65.5,"20,441",27.4,"8,552",38.1,"11,888",31.1,"9,695",0.6,199,2.7,856,31.9,"9,950",29.8,"9,301",80.1,"24,992",35.9,"11,211",78.4,"24,445",30,"9,353",96.6,"30,136",62.8,"19,578",66.2,"20,640",34.5,"10,764"
12,Guerrero,12060,Tetipac,"14,772",82.9,"12,243",31.7,"4,686",51.2,"7,557",15.9,"2,352",0.4,60,0.8,117,34,"5,023",15.9,"2,349",92.6,"13,681",19,"2,805",68.6,"10,136",28.7,"4,243",98.8,"14,595",50.7,"7,485",83.3,"12,303",56.8,"8,389"
12,Guerrero,12061,Tixtla de Guerrero,"36,505",73,"26,659",37.6,"13,723",35.4,"12,935",15.7,"5,730",2.7,972,8.6,"3,144",23.7,"8,646",36.8,"13,451",79.5,"29,008",50.1,"18,294",65.9,"24,045",38.6,"14,075",88.7,"32,389",63,"23,016",75.7,"27,631",46.2,"16,860"
12,Guerrero,12062,Tlacoachistlahuaca,"21,159",88,"18,620",59.3,"12,555",28.7,"6,065",10.8,"2,294",0.1,30,1,216,52.4,"11,096",35.5,"7,511",85.6,"18,109",69.5,"14,710",89.8,"19,010",77,"16,294",98.8,"20,914",88,"18,616",88.1,"18,649",62.5,"13,227"
12,Guerrero,12063,Tlacoapa,"9,941",95.6,"9,500",83,"8,249",12.6,"1,251",4.3,427,0,5,0.1,8,32,"3,177",96.6,"9,601",91.2,"9,065",65.9,"6,554",95.9,"9,530",47.5,"4,719",99.9,"9,928",95.7,"9,509",95.6,"9,505",84.9,"8,440"
12,Guerrero,12064,Tlalchapa,"11,603",68.1,"7,904",26,"3,021",42.1,"4,883",28.9,"3,354",0.8,94,2.2,252,28.9,"3,358",33.7,"3,907",79.6,"9,241",26.8,"3,115",66.1,"7,667",23.1,"2,681",97,"11,257",53.3,"6,190",68.9,"7,997",39.4,"4,576"
12,Guerrero,12065,Tlalixtaquilla de Maldonado,"7,453",81.1,"6,042",31.6,"2,358",49.4,"3,684",17.4,"1,294",0.3,19,1.3,98,40.7,"3,036",24.6,"1,836",85.5,"6,372",22.2,"1,657",66.5,"4,954",24,"1,790",98.4,"7,337",50.3,"3,749",81.3,"6,061",53.6,"3,997"
12,Guerrero,12066,Tlapa de Comonfort,"84,924",80,"67,952",46.9,"39,836",33.1,"28,115",15.3,"13,005",1,827,3.7,"3,141",36.7,"31,156",36.9,"31,295",89.5,"76,014",43.6,"37,017",70.6,"59,944",59.9,"50,903",95.3,"80,956",73.8,"62,680",81,"68,778",51.8,"44,000"
12,Guerrero,12067,Tlapehuala,"18,199",66.8,"12,153",29.3,"5,331",37.5,"6,822",26.1,"4,741",1.6,297,5.5,"1,008",26.4,"4,805",70.7,"12,858",80.5,"14,653",38.5,"7,009",53.6,"9,752",23.2,"4,228",92.8,"16,894",63.2,"11,500",68.4,"12,450",36,"6,550"
12,Guerrero,12068,La Unión de Isidoro Montes de Oca,"24,971",65.9,"16,462",26.7,"6,675",39.2,"9,787",29.9,"7,476",1.3,330,2.8,703,35.5,"8,862",51,"12,729",85,"21,224",43.1,"10,761",62.6,"15,635",36.9,"9,209",95.9,"23,938",68.3,"17,049",67.2,"16,792",33.9,"8,456"
12,Guerrero,12069,Xalpatláhuac,"12,195",96.8,"11,800",76.6,"9,342",20.2,"2,458",3.2,390,0,2,0,3,51.6,"6,290",35.5,"4,332",88.3,"10,772",45.8,"5,587",97.9,"11,938",80.7,"9,843",100,"12,190",93.5,"11,398",96.8,"11,802",80.4,"9,801"
12,Guerrero,12070,Xochihuehuetlán,"6,862",86.4,"5,926",35.4,"2,432",50.9,"3,494",13.2,903,0.1,9,0.4,24,46.9,"3,221",6.5,443,85.5,"5,868",28.4,"1,950",78.7,"5,399",24.6,"1,686",99.5,"6,828",55.5,"3,811",86.5,"5,935",53.7,"3,688"
12,Guerrero,12071,Xochistlahuaca,"28,014",90.8,"25,425",59.6,"16,710",31.1,"8,715",8.3,"2,311",0.2,64,0.8,214,49.8,"13,948",18.4,"5,144",91.9,"25,739",64.1,"17,956",93.7,"26,259",59.7,"16,733",99,"27,736",86.7,"24,298",91,"25,489",64.8,"18,146"
12,Guerrero,12072,Zapotitlán Tablas,"10,485",93.4,"9,794",70.8,"7,419",22.6,"2,375",6.1,636,0.1,6,0.5,50,43.7,"4,579",96.7,"10,141",92.2,"9,665",49.2,"5,154",78.6,"8,237",44.5,"4,664",99.5,"10,430",90,"9,433",93.5,"9,800",75.4,"7,907"
12,Guerrero,12073,Zirándaro,"15,676",85.5,"13,408",53.7,"8,414",31.9,"4,994",13.1,"2,059",0.2,33,1.1,176,48.8,"7,655",71,"11,131",91.2,"14,303",51.7,"8,102",80.2,"12,567",55,"8,630",98.7,"15,467",89.1,"13,965",85.7,"13,441",56.9,"8,921"
12,Guerrero,12074,Zitlala,"22,510",93.5,"21,054",60.3,"13,576",33.2,"7,478",5.9,"1,326",0.2,44,0.4,86,44.9,"10,097",58.6,"13,198",90.1,"20,282",53.5,"12,039",82.2,"18,496",39.5,"8,881",99.4,"22,380",82,"18,460",93.7,"21,098",70.3,"15,814"
12,Guerrero,12075,Eduardo Neri,"51,091",74.5,"38,042",26.3,"13,428",48.2,"24,614",20.8,"10,633",1.4,694,3.4,"1,722",26.1,"13,353",20.9,"10,669",85,"43,445",42.3,"21,618",37.9,"19,375",44.6,"22,806",95.3,"48,675",50.6,"25,873",75.8,"38,736",38.1,"19,450"
12,Guerrero,12076,Acatepec,"32,703",97.2,"31,787",79.8,"26,095",17.4,"5,691",2.7,898,0,2,0.1,17,38.2,"12,486",36,"11,759",95.9,"31,357",71.9,"23,517",95.4,"31,188",64,"20,916",99.9,"32,684",92.2,"30,166",97.2,"31,789",85.1,"27,834"
12,Guerrero,12077,Marquelia,"13,999",67.3,"9,418",25.2,"3,533",42,"5,885",28.3,"3,959",0.8,114,3.6,508,26.9,"3,771",33.9,"4,744",88,"12,320",40,"5,603",71.6,"10,023",39.6,"5,537",95.6,"13,377",66.6,"9,321",68.1,"9,532",31.5,"4,409"
12,Guerrero,12078,Cochoapa el Grande,"18,769",98.2,"18,423",87.9,"16,504",10.2,"1,919",1.8,346,0,0,0,0,59.8,"11,227",91.1,"17,104",93.1,"17,482",82.3,"15,452",99.5,"18,669",93.3,"17,515",100,"18,769",99.5,"18,682",98.2,"18,423",88.1,"16,537"
12,Guerrero,12079,José Joaquin de Herrera,"15,627",97,"15,156",79.5,"12,416",17.5,"2,739",2.6,414,0.1,16,0.3,41,49.8,"7,788",44.6,"6,972",94.2,"14,720",67.3,"10,510",95.1,"14,859",76.9,"12,017",99.6,"15,570",93.7,"14,638",97.1,"15,172",83.2,"13,002"
12,Guerrero,12080,Juchitán,"6,588",83.4,"5,494",46.3,"3,048",37.1,"2,446",13.7,901,0.5,33,2.4,160,40.3,"2,657",46.1,"3,038",84,"5,536",55.1,"3,630",73.4,"4,835",34,"2,239",97.1,"6,395",72.7,"4,788",83.9,"5,527",54.5,"3,593"
12,Guerrero,12081,Iliatenco,"10,441",90.1,"9,410",59.2,"6,180",30.9,"3,230",8.9,934,0.2,21,0.7,75,26.8,"2,798",37.2,"3,883",88.6,"9,252",65.3,"6,823",89.7,"9,360",48.4,"5,050",99.1,"10,345",83.2,"8,683",90.3,"9,432",66.9,"6,987"
13,Hidalgo,13001,Acatlán,"20,879",68.1,"14,209",18.5,"3,858",49.6,"10,351",29.7,"6,199",0.7,140,1.6,331,36.4,"7,608",34.8,"7,265",91.9,"19,194",9.1,"1,891",61.6,"12,866",23.6,"4,921",97.7,"20,408",50.8,"10,604",68.7,"14,349",29.5,"6,167"
13,Hidalgo,13002,Acaxochitlán,"44,413",69.4,"30,835",24.1,"10,697",45.3,"20,138",28.7,"12,752",0.4,192,1.4,633,39.4,"17,508",36.6,"16,241",94.6,"42,024",33.5,"14,869",56.6,"25,120",43.9,"19,513",98.1,"43,588",61.9,"27,509",69.9,"31,027",31.7,"14,070"
13,Hidalgo,13003,Actopan,"57,368",52.4,"30,053",7.9,"4,512",44.5,"25,541",32,"18,383",3.1,"1,789",12.5,"7,144",16.7,"9,602",34.2,"19,602",78.2,"44,884",9.7,"5,587",24.5,"14,034",26.6,"15,277",84.4,"48,435",28.6,"16,431",55.5,"31,842",18.5,"10,608"
13,Hidalgo,13004,Agua Blanca de Iturbide,"9,162",72.3,"6,620",27.4,"2,513",44.8,"4,107",24.1,"2,204",0.9,85,2.8,253,34.4,"3,148",80.7,"7,394",86.4,"7,918",19.2,"1,758",44.1,"4,037",33.3,"3,053",96.3,"8,824",61.1,"5,599",73.2,"6,705",35.9,"3,292"
13,Hidalgo,13005,Ajacuba,"16,858",56.5,"9,518",5.9,998,50.5,"8,520",30.8,"5,195",5.4,908,7.3,"1,237",24.2,"4,081",32.8,"5,525",74.4,"12,539",6,"1,019",18.4,"3,100",15.9,"2,683",87.3,"14,713",20.7,"3,490",61.8,"10,426",20.2,"3,407"
13,Hidalgo,13006,Alfajayucan,"22,228",66.5,"14,776",20.6,"4,584",45.9,"10,192",30.4,"6,760",0.7,154,2.4,538,28.5,"6,325",27.2,"6,042",88.4,"19,643",11,"2,450",52.6,"11,693",53.3,"11,843",96.9,"21,536",53.4,"11,874",67.2,"14,930",30.1,"6,696"
13,Hidalgo,13007,Almoloya,"11,905",58,"6,902",7.3,872,50.7,"6,031",34.1,"4,057",2.1,248,5.9,699,24.8,"2,951",15.4,"1,835",85.4,"10,166",13.1,"1,565",16,"1,905",28.3,"3,367",92.1,"10,959",25.7,"3,057",60.1,"7,150",19.7,"2,349"
13,Hidalgo,13008,Apan,"41,879",57.6,"24,142",8.8,"3,682",48.9,"20,460",26,"10,895",6.7,"2,793",9.7,"4,049",24.6,"10,314",25.3,"10,593",75,"31,416",9.8,"4,099",17.2,"7,184",23.1,"9,691",83.7,"35,037",23.9,"9,992",64.3,"26,935",22.5,"9,431"
13,Hidalgo,13009,El Arenal,"19,438",69.2,"13,454",16,"3,109",53.2,"10,345",27.5,"5,342",0.9,176,2.4,466,20.4,"3,961",30.3,"5,892",90.7,"17,638",14.9,"2,899",49,"9,516",34.2,"6,653",96.7,"18,797",42.9,"8,333",70.1,"13,630",29.3,"5,699"
13,Hidalgo,13010,Atitalaquia,"27,539",35.5,"9,767",4.6,"1,267",30.9,"8,500",29,"7,973",7.6,"2,090",28,"7,709",16.7,"4,589",33.2,"9,140",56.2,"15,465",7.5,"2,068",8.6,"2,368",16.5,"4,536",64.4,"17,740",19.5,"5,381",43.1,"11,857",12.3,"3,374"
13,Hidalgo,13011,Atlapexco,"20,104",69.3,"13,939",23.6,"4,735",45.8,"9,204",25.4,"5,106",0.9,174,4.4,885,28.3,"5,696",23,"4,622",83.9,"16,867",32.6,"6,564",69.9,"14,049",36.2,"7,278",94.7,"19,045",56.5,"11,363",70.2,"14,113",32.6,"6,560"
13,Hidalgo,13012,Atotonilco el Grande,"31,438",55,"17,296",10.6,"3,321",44.5,"13,975",38.2,"12,017",1.5,468,5.3,"1,657",29.4,"9,242",20.1,"6,312",87,"27,358",7.3,"2,302",40.9,"12,847",24.5,"7,717",93.2,"29,313",34.2,"10,756",56.5,"17,764",20.5,"6,455"
13,Hidalgo,13013,Atotonilco de Tula,"29,512",34.8,"10,267",3,888,31.8,"9,378",29.9,"8,810",8.3,"2,444",27.1,"7,991",14.8,"4,362",25.3,"7,463",51.1,"15,084",3.5,"1,041",16.1,"4,755",8.1,"2,384",64.6,"19,077",12.7,"3,751",43.1,"12,711",11.6,"3,426"
13,Hidalgo,13014,Calnali,"15,789",80.9,"12,774",25.8,"4,081",55.1,"8,692",16.4,"2,592",0.8,130,1.9,293,46.1,"7,283",17.7,"2,791",76.8,"12,119",24.8,"3,912",82.9,"13,083",21.5,"3,393",97.3,"15,366",53.9,"8,515",81.7,"12,904",41.2,"6,502"
13,Hidalgo,13015,Cardonal,"24,678",60.8,"15,011",16.8,"4,149",44,"10,862",33.8,"8,331",0.7,167,4.7,"1,169",22.3,"5,492",27.1,"6,681",81.6,"20,141",14.5,"3,580",36.7,"9,048",77.6,"19,147",94.6,"23,342",53.4,"13,184",61.5,"15,178",24.6,"6,062"
13,Hidalgo,13016,Cuautepec de Hinojosa,"53,900",65.9,"35,524",18.4,"9,924",47.5,"25,600",25.7,"13,836",3.3,"1,803",5.1,"2,737",34.5,"18,590",45.5,"24,499",84.1,"45,356",17.3,"9,331",38,"20,485",30,"16,171",91.6,"49,360",46.6,"25,107",69.3,"37,327",29.6,"15,956"
13,Hidalgo,13017,Chapantongo,"14,028",63.2,"8,869",13.9,"1,951",49.3,"6,917",33.4,"4,683",0.6,81,2.8,395,29.9,"4,197",21.5,"3,011",87.8,"12,316",10.1,"1,411",57.8,"8,109",28.5,"4,004",96.6,"13,551",40.9,"5,740",63.8,"8,950",25.5,"3,575"
13,Hidalgo,13018,Chapulhuacán,"22,255",77.7,"17,298",23.4,"5,211",54.3,"12,086",18.5,"4,107",0.9,191,3,659,37.8,"8,421",14.1,"3,134",90.1,"20,043",22,"4,887",55.6,"12,381",18.6,"4,129",96.2,"21,405",43.8,"9,746",78.6,"17,489",43.1,"9,582"
13,Hidalgo,13019,Chilcuautla,"20,184",70.6,"14,246",24.8,"4,998",45.8,"9,248",26,"5,255",1,198,2.4,486,27,"5,450",42,"8,468",90,"18,173",11.6,"2,338",43.7,"8,822",68.1,"13,750",96.6,"19,500",61,"12,320",71.6,"14,444",33.1,"6,682"
13,Hidalgo,13020,Eloxochitlán,"2,791",87.6,"2,444",31.7,884,55.9,"1,560",5.3,147,5.6,155,1.6,45,32.7,914,71,"1,981",73.3,"2,047",20.1,560,26.5,740,8,224,92.8,"2,591",42.2,"1,178",93.1,"2,599",70,"1,953"
13,Hidalgo,13021,Emiliano Zapata,"12,167",49.3,"5,995",4.4,538,44.9,"5,457",28.3,"3,440",7.9,957,14.6,"1,775",16.4,"1,990",28.3,"3,439",68.8,"8,368",6.9,845,3.7,444,14.3,"1,738",77.5,"9,435",13.6,"1,655",57.1,"6,952",19.8,"2,406"
13,Hidalgo,13022,Epazoyucan,"14,879",38,"5,650",4.3,634,33.7,"5,016",43.4,"6,452",3.5,517,15.2,"2,260",19.2,"2,851",26.6,"3,963",70.2,"10,441",7.8,"1,167",16.5,"2,455",24,"3,567",81.3,"12,102",23,"3,428",41.4,"6,167",10.6,"1,574"
13,Hidalgo,13023,Francisco I. Madero,"35,093",55,"19,287",8.1,"2,828",46.9,"16,460",28.5,"10,011",3.4,"1,190",13.1,"4,604",17.9,"6,286",27,"9,487",75.8,"26,598",6.9,"2,410",13.7,"4,794",22.9,"8,029",83.5,"29,299",21.7,"7,621",58.4,"20,477",21.4,"7,513"
13,Hidalgo,13024,Huasca de Ocampo,"20,456",57.6,"11,774",11.6,"2,371",46,"9,403",38.4,"7,862",0.5,98,3.5,722,27.1,"5,552",24.4,"4,993",90.2,"18,452",10.9,"2,225",41.2,"8,434",26.1,"5,341",96,"19,636",36.1,"7,378",58,"11,872",21.7,"4,443"
13,Hidalgo,13025,Huautla,"21,197",80.4,"17,053",36.6,"7,761",43.8,"9,292",16.4,"3,482",0.7,145,2.4,518,31.9,"6,764",24.3,"5,152",77.2,"16,369",41.3,"8,746",92.3,"19,565",30.5,"6,471",96.9,"20,534",66.9,"14,180",81.1,"17,198",48,"10,170"
13,Hidalgo,13026,Huazalingo,"11,941",89.5,"10,682",39.8,"4,751",49.7,"5,931",10,"1,200",0.3,38,0.2,22,34.7,"4,138",7.2,858,95.9,"11,451",46.3,"5,524",54,"6,443",55.8,"6,664",99.5,"11,882",64.7,"7,731",89.8,"10,719",58.1,"6,940"
13,Hidalgo,13027,Huehuetla,"23,428",83.6,"19,596",36.2,"8,484",47.4,"11,112",14.7,"3,440",0.5,106,1.2,287,42.6,"9,969",14,"3,269",85.7,"20,087",28.8,"6,750",81.6,"19,112",31.2,"7,306",98.3,"23,035",61.1,"14,308",84.1,"19,702",51.6,"12,081"
13,Hidalgo,13028,Huejutla de Reyes,"112,477",62.9,"70,723",19.2,"21,649",43.6,"49,074",19.6,"22,029",4.5,"5,109",13,"14,616",24.2,"27,244",14.6,"16,450",56.8,"63,898",31.6,"35,502",48.1,"54,107",33.9,"38,142",82.5,"92,752",40.1,"45,059",67.4,"75,832",32,"35,956"
13,Hidalgo,13029,Huichapan,"46,362",53.9,"24,980",7.7,"3,593",46.1,"21,387",32.4,"15,043",3.6,"1,648",10.1,"4,691",22.7,"10,512",23.5,"10,886",76,"35,258",8,"3,731",27.7,"12,832",23,"10,655",86.3,"40,023",25.6,"11,868",57.4,"26,628",19.7,"9,150"
13,Hidalgo,13030,Ixmiquilpan,"101,172",53.4,"53,991",14.8,"15,019",38.5,"38,972",34,"34,363",1.7,"1,741",10.9,"11,078",20.7,"20,939",33.1,"33,538",79.4,"80,377",10.3,"10,451",46.9,"47,496",49,"49,565",87.3,"88,353",49.6,"50,131",55.1,"55,731",20.9,"21,185"
13,Hidalgo,13031,Jacala de Ledezma,"14,037",64.8,"9,090",14,"1,969",50.7,"7,121",29,"4,071",1,140,5.2,737,31.3,"4,397",11.4,"1,594",85.3,"11,972",12.6,"1,768",46.5,"6,524",26.2,"3,677",93.8,"13,160",36.5,"5,120",65.8,"9,230",27.7,"3,886"
13,Hidalgo,13032,Jaltocán,"10,933",83.3,"9,107",33.9,"3,710",49.4,"5,397",12.3,"1,348",1.6,170,2.8,308,35.8,"3,913",19.2,"2,103",89.4,"9,772",21.8,"2,386",57.8,"6,324",44.8,"4,894",95.6,"10,455",57.9,"6,327",84.9,"9,277",49.7,"5,439"
13,Hidalgo,13033,Juárez Hidalgo,"3,184",72.9,"2,320",20.2,643,52.7,"1,677",22.3,710,1.3,40,3.6,114,33.7,"1,072",64.4,"2,051",79.8,"2,541",12.6,402,46.1,"1,468",13.2,419,95.2,"3,030",45.7,"1,456",74.1,"2,360",36.3,"1,155"
13,Hidalgo,13034,Lolotla,"11,274",72.8,"8,204",22.4,"2,524",50.4,"5,680",25.5,"2,876",0.2,25,1.5,169,33.9,"3,825",10.4,"1,173",92.1,"10,380",22,"2,486",71.4,"8,049",31,"3,494",98.3,"11,079",52.7,"5,937",73,"8,229",34.7,"3,910"
13,Hidalgo,13035,Metepec,"11,987",62.1,"7,446",17.2,"2,063",44.9,"5,383",33,"3,953",1.4,165,3.5,423,32,"3,838",74.3,"8,902",87,"10,430",10.5,"1,256",39.8,"4,777",29.9,"3,584",95.1,"11,399",56.2,"6,731",63.5,"7,612",25.2,"3,021"
13,Hidalgo,13036,San Agustín Metzquititlán,"8,786",62.5,"5,495",13.9,"1,217",48.7,"4,278",29.1,"2,558",2.1,181,6.3,552,23.8,"2,093",74.1,"6,510",77.1,"6,771",14.8,"1,305",26.7,"2,347",12.9,"1,132",91.7,"8,053",39.7,"3,487",64.6,"5,676",26.8,"2,351"
13,Hidalgo,13037,Metztitlán,"18,851",64.8,"12,212",13.5,"2,549",51.3,"9,663",29.5,"5,567",1.7,314,4,758,33.3,"6,271",49.2,"9,278",74.3,"14,003",20.3,"3,820",43,"8,098",19.2,"3,617",94.3,"17,779",42.1,"7,935",66.4,"12,526",25.9,"4,881"
13,Hidalgo,13038,Mineral del Chico,"7,830",54.8,"4,294",12,941,42.8,"3,353",42.1,"3,298",0.5,38,2.5,200,29.7,"2,328",21.8,"1,707",90.1,"7,054",20.8,"1,626",40.3,"3,152",26.4,"2,066",97,"7,592",38.6,"3,019",55.3,"4,332",20.3,"1,589"
13,Hidalgo,13039,Mineral del Monte,"13,371",53.1,"7,099",8.9,"1,189",44.2,"5,911",20.5,"2,743",9.1,"1,218",17.3,"2,310",15.3,"2,048",25.3,"3,383",59.5,"7,959",15.2,"2,036",25.8,"3,454",13.3,"1,779",73.6,"9,843",19.3,"2,583",62.2,"8,318",23.4,"3,124"
13,Hidalgo,13040,La Misión,"9,750",88.7,"8,651",40.1,"3,913",48.6,"4,738",11.1,"1,079",0,2,0.2,18,51.4,"5,010",11.1,"1,081",93.9,"9,158",15.9,"1,548",90.4,"8,818",21.7,"2,118",99.8,"9,730",62.9,"6,129",88.8,"8,653",59.8,"5,832"
13,Hidalgo,13041,Mixquiahuala de Juárez,"44,208",55,"24,311",9.7,"4,300",45.3,"20,011",28.7,"12,675",4.5,"1,978",11.9,"5,244",20.3,"8,961",30.7,"13,552",71.8,"31,721",8.3,"3,652",16.9,"7,492",34.2,"15,112",83.7,"36,986",27.8,"12,282",59.5,"26,289",21.8,"9,636"
13,Hidalgo,13042,Molango de Escamilla,"9,836",67.4,"6,627",13.5,"1,328",53.9,"5,299",24.2,"2,377",2,193,6.5,640,25.1,"2,466",19.5,"1,915",81.2,"7,984",18.8,"1,850",35.7,"3,511",19.2,"1,893",91.5,"9,004",30.5,"3,004",69.3,"6,819",31.1,"3,056"
13,Hidalgo,13043,Nicolás Flores,"7,931",81.1,"6,430",31.7,"2,511",49.4,"3,920",17.3,"1,369",0.6,51,1,81,28,"2,224",27.8,"2,208",84.9,"6,730",22.4,"1,774",62.6,"4,962",64.4,"5,111",98.3,"7,799",62.4,"4,948",81.7,"6,481",46.2,"3,662"
13,Hidalgo,13044,Nopala de Villagrán,"19,098",54.8,"10,467",11.8,"2,253",43,"8,214",40.9,"7,813",0.6,120,3.7,698,28.3,"5,409",24,"4,586",86.8,"16,583",8.7,"1,664",48.7,"9,302",33.7,"6,435",95.7,"18,280",39.9,"7,629",55.4,"10,587",19.6,"3,742"
13,Hidalgo,13045,Omitlán de Juárez,"8,096",54.7,"4,429",10.5,851,44.2,"3,578",41,"3,317",0.6,46,3.7,303,28.4,"2,301",19.4,"1,571",86.3,"6,983",19.4,"1,569",42.2,"3,418",19.9,"1,611",95.7,"7,747",35.6,"2,884",55.3,"4,476",20.2,"1,632"
13,Hidalgo,13046,San Felipe Orizatlán,"37,102",85.7,"31,789",43.4,"16,115",42.2,"15,675",11.6,"4,316",0.3,122,2.4,875,37.4,"13,871",39.6,"14,704",92.7,"34,376",42,"15,599",70.9,"26,297",48,"17,797",97.3,"36,106",76.3,"28,309",86,"31,911",50.8,"18,836"
13,Hidalgo,13047,Pacula,"5,893",74.4,"4,383",20.4,"1,203",54,"3,181",24.1,"1,422",0.3,18,1.2,70,42.2,"2,486",24.1,"1,418",87.5,"5,155",17.3,"1,018",57.8,"3,404",16.1,950,98.5,"5,805",44.8,"2,642",74.7,"4,401",38,"2,240"
13,Hidalgo,13048,Pachuca de Soto,"263,309",31.8,"83,638",3.5,"9,233",28.3,"74,405",28.6,"75,274",6.4,"16,927",33.2,"87,469",12.4,"32,535",28.9,"76,031",51.7,"136,041",4.8,"12,762",6.5,"17,151",15.1,"39,849",60.4,"158,912",13.5,"35,498",38.2,"100,565",9.4,"24,790"
13,Hidalgo,13049,Pisaflores,"18,406",78.7,"14,477",25.7,"4,733",52.9,"9,745",19.4,"3,562",0.2,34,1.8,332,40.8,"7,509",14,"2,581",91,"16,750",18.8,"3,462",63.1,"11,607",25.6,"4,718",98,"18,039",49.9,"9,188",78.8,"14,512",46.2,"8,511"
13,Hidalgo,13050,Progreso de Obregón,"23,251",45.3,"10,521",5,"1,160",40.3,"9,361",37.8,"8,797",3.8,877,13.1,"3,056",18,"4,178",33.4,"7,755",75,"17,450",9,"2,083",10.5,"2,441",23.7,"5,509",83.1,"19,318",22.1,"5,132",49,"11,398",14.7,"3,423"
13,Hidalgo,13051,Mineral de la Reforma,"126,819",21.3,"27,053",2.1,"2,620",19.3,"24,434",28.5,"36,150",7.5,"9,452",42.7,"54,163",8.6,"10,903",25.5,"32,319",41.7,"52,870",3.9,"4,970",4.2,"5,370",16.3,"20,719",49.8,"63,204",12.6,"15,925",28.8,"36,505",6.3,"7,955"
13,Hidalgo,13052,San Agustín Tlaxiaca,"34,472",48.6,"16,754",7.1,"2,434",41.5,"14,320",39.1,"13,487",2.6,910,9.6,"3,321",18.3,"6,312",35.7,"12,296",79.3,"27,338",7,"2,402",21,"7,238",27,"9,304",87.7,"30,241",28,"9,660",51.2,"17,664",15.8,"5,440"
13,Hidalgo,13053,San Bartolo Tutotepec,"19,684",73,"14,371",31.4,"6,187",41.6,"8,184",23.1,"4,547",0.7,143,3.2,623,43,"8,463",11.7,"2,296",91.1,"17,927",41.4,"8,144",72.6,"14,293",39,"7,683",96.1,"18,918",65.2,"12,827",73.7,"14,514",38.7,"7,623"
13,Hidalgo,13054,San Salvador,"37,018",57.3,"21,222",11.1,"4,123",46.2,"17,098",33.1,"12,254",1.7,612,7.9,"2,930",16.2,"6,002",25.3,"9,358",81.7,"30,248",8.6,"3,194",28.9,"10,696",44.2,"16,355",90.4,"33,475",34.6,"12,803",59,"21,834",21.5,"7,950"
13,Hidalgo,13055,Santiago de Anaya,"20,910",68.1,"14,235",17.5,"3,650",50.6,"10,585",30.1,"6,293",0.3,62,1.5,320,22.7,"4,752",11.4,"2,388",92.1,"19,259",12.7,"2,651",33.7,"7,049",70.7,"14,789",98.2,"20,528",46.7,"9,767",68.4,"14,297",28.7,"5,993"
13,Hidalgo,13056,Santiago Tulantepec de Lugo Guerrero,"33,509",40.3,"13,510",5.3,"1,780",35,"11,730",35.2,"11,796",6.8,"2,285",17.7,"5,919",20.8,"6,969",36.5,"12,239",60.7,"20,341",11.8,"3,971",20.6,"6,910",17.7,"5,933",75.5,"25,305",25.1,"8,416",47.1,"15,794",13.2,"4,422"
13,Hidalgo,13057,Singuilucan,"15,676",62.9,"9,868",13.6,"2,137",49.3,"7,731",32.9,"5,165",1.2,191,2.9,452,34.8,"5,459",31.9,"5,002",88.7,"13,899",14.8,"2,327",34.8,"5,461",43.3,"6,785",95.9,"15,033",46,"7,214",64.2,"10,059",24,"3,770"
13,Hidalgo,13058,Tasquillo,"19,637",60.1,"11,800",19.2,"3,770",40.9,"8,030",29.4,"5,768",2.3,461,8.2,"1,608",24.1,"4,741",44.1,"8,658",79.3,"15,574",9.5,"1,866",43,"8,447",54.2,"10,641",89.5,"17,568",51.4,"10,089",62.4,"12,260",27.1,"5,325"
