clave_entidad,entidad_federativa,clave_municipio,municipio,poblacion,pobreza,pobreza_pob,pobreza_e,pobreza_e_pob,pobreza_m,pobreza_m_pob,vul_car,vul_car_pob,vul_ing,vul_ing_pob,npnv,npnv_pob,ic_rezedu,ic_rezedu_pob,ic_asalud,ic_asalud_pob,ic_segsoc,ic_segsoc_pob,ic_cv,ic_cv_pob,ic_sbv,ic_sbv_pob,ic_ali,ic_ali_pob,carencias,carencias_pob,carencias3,carencias3_pob,plb,plb_pob,plbm,plbm_pob
7,Chiapas,7080,Siltepec,"24,469",94.4,"23,110",46.3,"11,320",48.2,"11,791",3.9,960,0.9,214,0.8,184,38.7,"9,467",26.1,"6,398",84.3,"20,617",34.7,"8,503",70.4,"17,219",9.5,"2,327",98.4,"24,071",52.9,"12,953",95.3,"23,324",78.6,"19,229"
7,Chiapas,7081,Simojovel,"41,455",93.8,"38,893",71.4,"29,580",22.5,"9,314",3.5,"1,460",1,420,1.6,682,43.8,"18,153",41.3,"17,112",93.9,"38,947",62.1,"25,764",80.7,"33,465",56.6,"23,443",97.3,"40,353",81.5,"33,795",94.8,"39,313",79.5,"32,960"
7,Chiapas,7082,Sitalá,"11,963",97.1,"11,611",77.9,"9,324",19.1,"2,287",1.6,191,1,123,0.3,39,54,"6,458",32.8,"3,920",76.9,"9,204",63.5,"7,594",90.1,"10,779",56.2,"6,725",98.6,"11,801",83.1,"9,943",98.1,"11,733",90.7,"10,846"
7,Chiapas,7083,Socoltenango,"14,796",88.3,"13,066",44.5,"6,587",43.8,"6,478",8.2,"1,210",2.4,357,1.1,164,45.7,"6,755",51.8,"7,671",90.2,"13,348",20.4,"3,023",64.2,"9,494",14.7,"2,179",96.5,"14,275",61.3,"9,066",90.7,"13,423",61.7,"9,133"
7,Chiapas,7084,Solosuchiapa,"8,718",82,"7,149",24,"2,093",58,"5,056",14.8,"1,292",1.6,143,1.5,134,38.2,"3,329",18.5,"1,616",90.5,"7,888",28.4,"2,475",46.9,"4,084",5.8,506,96.8,"8,441",39.7,"3,458",83.6,"7,292",50.3,"4,383"
7,Chiapas,7085,Soyaló,"12,336",92.3,"11,390",48,"5,924",44.3,"5,466",4.3,531,2.1,261,1.3,154,41.6,"5,126",5.1,623,89,"10,977",33.1,"4,089",49.8,"6,144",63.7,"7,859",96.6,"11,921",60.7,"7,492",94.4,"11,650",69.3,"8,555"
7,Chiapas,7086,Suchiapa,"19,633",80.8,"15,865",35.4,"6,941",45.5,"8,925",11.2,"2,201",3.1,618,4.8,948,35.1,"6,893",33.4,"6,563",85.5,"16,790",40.7,"7,994",56.4,"11,080",28.9,"5,678",92,"18,066",57.9,"11,369",84,"16,484",49.4,"9,690"
7,Chiapas,7087,Suchiate,"37,454",81.8,"30,627",35.3,"13,228",46.5,"17,399",14.4,"5,378",1.9,711,2,737,40.2,"15,070",51.8,"19,399",89.9,"33,668",43.5,"16,289",61.9,"23,173",36.9,"13,835",96.1,"36,005",65.9,"24,668",83.7,"31,338",45.1,"16,884"
7,Chiapas,7088,Sunuapa,"2,210",83.7,"1,849",33.5,740,50.2,"1,109",14.2,315,0.7,15,1.4,31,38,839,17.9,395,90.5,"2,000",36.4,804,67.3,"1,488",14,309,97.9,"2,164",56.3,"1,245",84.4,"1,864",51.7,"1,142"
7,Chiapas,7089,Tapachula,"345,300",64.9,"224,120",22,"76,026",42.9,"148,095",17.8,"61,495",5.1,"17,758",12.1,"41,927",26,"89,635",32.4,"111,946",70,"241,658",30.4,"105,136",51.3,"177,053",25.4,"87,779",82.7,"285,615",45.1,"155,884",70,"241,878",31,"106,913"
7,Chiapas,7090,Tapalapa,"4,095",88.5,"3,622",43.6,"1,784",44.9,"1,838",8.9,365,1.2,49,1.4,58,41.2,"1,688",40.3,"1,650",84.4,"3,456",46.7,"1,912",56.9,"2,332",12.6,514,97.4,"3,988",57.6,"2,359",89.7,"3,671",67.1,"2,746"
7,Chiapas,7091,Tapilula,"11,595",86.4,"10,016",34.1,"3,955",52.3,"6,061",9.6,"1,110",1.3,145,2.8,324,31.8,"3,686",30.9,"3,584",92.6,"10,734",28.5,"3,309",32,"3,710",40,"4,640",96,"11,126",50.5,"5,855",87.6,"10,161",53.3,"6,183"
7,Chiapas,7092,Tecpatán,"57,994",83.2,"48,231",36.7,"21,280",46.5,"26,952",14.8,"8,585",0.6,343,1.4,835,45,"26,114",32.7,"18,980",93.8,"54,385",27.8,"16,119",78.9,"45,743",37.7,"21,879",98,"56,816",68.8,"39,923",83.8,"48,574",46.9,"27,183"
7,Chiapas,7093,Tenejapa,"32,943",98.4,"32,431",69.1,"22,748",29.4,"9,683",1,334,0.5,165,0,13,44.7,"14,718",11.6,"3,821",79.5,"26,203",50.7,"16,706",94.5,"31,139",40,"13,188",99.5,"32,766",73.9,"24,353",98.9,"32,596",91.1,"30,013"
7,Chiapas,7094,Teopisca,"49,349",88.7,"43,765",44.9,"22,145",43.8,"21,620",9,"4,443",0.5,267,1.8,874,48.9,"24,155",23.3,"11,520",94.1,"46,420",28.3,"13,975",62.1,"30,669",50,"24,687",97.7,"48,208",65.2,"32,182",89.2,"44,032",60,"29,602"
7,Chiapas,7096,Tila,"57,122",96.8,"55,307",76.6,"43,755",20.2,"11,552",2.5,"1,419",0.3,165,0.4,231,42,"23,977",58,"33,136",90.2,"51,545",57.3,"32,707",92.4,"52,755",38.6,"22,040",99.3,"56,726",84.7,"48,379",97.1,"55,472",86.3,"49,298"
7,Chiapas,7097,Tonalá,"111,808",76.4,"85,463",27.2,"30,402",49.2,"55,061",18.2,"20,299",1.9,"2,080",3.5,"3,966",30.3,"33,922",26.5,"29,575",85.7,"95,771",32,"35,804",67.2,"75,174",34.3,"38,333",94.6,"105,762",56.9,"63,600",78.3,"87,543",38.1,"42,565"
7,Chiapas,7098,Totolapa,"4,911",95.8,"4,707",59.9,"2,940",36,"1,767",2.6,129,1.4,67,0.2,8,50,"2,458",27.4,"1,345",84,"4,125",52.7,"2,590",78.3,"3,845",37.9,"1,860",98.5,"4,836",70.3,"3,455",97.2,"4,773",81.1,"3,985"
7,Chiapas,7099,La Trinitaria,"57,141",89.5,"51,162",45.5,"26,010",44,"25,152",7.8,"4,443",1.3,718,1.4,818,45.3,"25,913",48.6,"27,784",92.1,"52,605",19.4,"11,073",63.8,"36,428",14.7,"8,413",97.3,"55,605",59.6,"34,058",90.8,"51,880",66.4,"37,930"
7,Chiapas,7100,Tumbalá,"31,169",97.3,"30,339",70.2,"21,882",27.1,"8,458",2.4,750,0.1,35,0.1,44,41.5,"12,946",46.9,"14,626",92,"28,671",59.6,"18,580",91.7,"28,571",24.6,"7,654",99.7,"31,090",81.1,"25,289",97.5,"30,375",83.9,"26,154"
7,Chiapas,7101,Tuxtla Gutiérrez,"567,486",46.7,"265,017",8.9,"50,332",37.8,"214,685",24.7,"140,053",5.4,"30,388",23.3,"132,028",17,"96,744",33.1,"188,016",58.9,"334,185",14,"79,435",28.8,"163,559",14,"79,606",71.4,"405,070",26.5,"150,520",52.1,"295,404",14.9,"84,723"
7,Chiapas,7102,Tuxtla Chico,"38,011",67,"25,449",23.6,"8,983",43.3,"16,465",20,"7,602",2.8,"1,052",10.3,"3,909",25.5,"9,708",34.5,"13,128",77.2,"29,355",27.4,"10,418",61,"23,205",8.7,"3,302",86.9,"33,051",46.9,"17,834",69.7,"26,500",35.5,"13,511"
7,Chiapas,7103,Tuzantán,"24,321",85,"20,682",43,"10,464",42,"10,218",12.3,"2,992",1.4,335,1.3,312,38.6,"9,377",49.4,"12,005",90.6,"22,028",38.2,"9,303",77.8,"18,915",21.1,"5,139",97.3,"23,674",71.1,"17,300",86.4,"21,017",54.5,"13,262"
7,Chiapas,7104,Tzimol,"16,117",86.7,"13,980",34.5,"5,565",52.2,"8,415",10.7,"1,720",1.6,258,1,159,47.6,"7,676",22.6,"3,650",87,"14,016",13,"2,100",66.5,"10,725",33.5,"5,399",97.4,"15,700",54.9,"8,843",88.3,"14,238",53.6,"8,638"
7,Chiapas,7105,Unión Juárez,"12,817",81.1,"10,393",32.5,"4,172",48.5,"6,222",11.7,"1,505",4.3,549,2.9,370,30.2,"3,868",30.6,"3,922",81.7,"10,473",24.9,"3,196",61.2,"7,844",19.6,"2,517",92.8,"11,898",47.4,"6,071",85.4,"10,942",54.8,"7,020"
7,Chiapas,7106,Venustiano Carranza,"72,885",89.6,"65,312",54,"39,378",35.6,"25,933",7.1,"5,203",1.4,"1,020",1.9,"1,350",44.9,"32,761",37.5,"27,314",92.3,"67,296",43.9,"31,978",69.7,"50,782",56.2,"40,932",96.7,"70,515",73.9,"53,888",91,"66,332",64.3,"46,875"
7,Chiapas,7107,Villa Corzo,"68,909",86.5,"59,593",43.4,"29,895",43.1,"29,698",10.9,"7,485",1.2,818,1.5,"1,012",36.9,"25,446",54.1,"37,298",92.8,"63,936",32.9,"22,694",61.2,"42,146",31.1,"21,431",97.3,"67,079",66,"45,454",87.7,"60,412",55.2,"38,037"
7,Chiapas,7108,Villaflores,"108,456",82.3,"89,257",34.4,"37,274",47.9,"51,983",11.7,"12,638",2.5,"2,753",3.5,"3,809",34.6,"37,476",35.8,"38,854",86.2,"93,492",31.7,"34,360",48,"52,085",39.9,"43,226",93.9,"101,894",57,"61,862",84.8,"92,010",47.2,"51,175"
7,Chiapas,7109,Yajalón,"40,046",89.1,"35,685",53.8,"21,547",35.3,"14,139",8.5,"3,410",0.7,286,1.7,665,43.1,"17,247",24.6,"9,860",87.7,"35,134",58.5,"23,430",71.2,"28,498",55.4,"22,179",97.6,"39,096",71.1,"28,481",89.8,"35,971",63.7,"25,491"
